Saccharomyces cerevisiae,Rhodosporidium toruloides,CS,EL,Trees,phylome,ensembl,orthomcl,treefam,eggnog,hogenom
YJL163C,RHTO_07537,1,1,1,,,,,,
YDR104C,RHTO_01068,1,1,1,,,,,,
YFR009W,RHTO_01796,1,2,9,1.00/8,,,,,
YBL001C,RHTO_03064,1,2,3,1.00/2,,,,,
YGL018C,RHTO_07067,1,2,3,1.00/2,,,,,
YGL206C,RHTO_06614,0.667,1,3,1.00/2,,,,,
YNL331C,RHTO_05962,0.8,1,5,1.00/4,,,,,
YBL106C,RHTO_00138,1,1,1,,,,,,
YDL095W,RHTO_02130,1,2,7,1.00/6,,,,,
YPR161C,RHTO_06055,1,2,5,1.00/4,,,,,
YNL153C,RHTO_06026,0.667,1,3,1.00/2,,,,,
YDR453C,RHTO_05117,1,2,5,1.00/4,,,,,
YOR175C,RHTO_05332,1,2,3,1.00/2,,,,,
YKL081W,RHTO_03922,1,1,2,1.00/2,,,,,
YIL106W,RHTO_07752,1,2,5,1.00/4,,,,,
YAL042W,RHTO_05451,1,2,5,1.00/4,,,,,
YIL097W,RHTO_00187,1,2,3,1.00/2,,,,,
YER021W,RHTO_00719,1,2,3,1.00/2,,,,,
YMR085W,RHTO_02329,1,1,1,,,,,,
YJL214W,RHTO_00630,0.857,1,7,1.00/6,,,,,
YLR398C,RHTO_05871,0.571,2,7,0.50/6,,,,,
YJL098W,RHTO_03030,1,2,3,1.00/2,,,,,
YNL289W,RHTO_03715,1,1,1,,,,,,
YDL215C,RHTO_07718,0.667,1,3,1.00/2,,,,,
YNL067W,RHTO_05964,1,2,3,1.00/2,,,,,
YPR187W,RHTO_05886,1,2,3,1.00/2,,,,,
YDR392W,RHTO_07045,1,1,2,1.00/2,,,,,
YMR109W,RHTO_00107,1,2,7,1.00/6,,,,,
YDR470C,RHTO_01213,1,1,1,,,,,,
YMR104C,RHTO_00819,1,2,17,1.00/16,,,,,
YCR024C,RHTO_02304,1,2,5,1.00/4,,,,,
YMR040W,RHTO_03357,0.667,1,3,1.00/2,,,,,
YDL114W,RHTO_00542,0.667,1,9,0.75/8,,,,,
YJL196C,RHTO_02657,1,2,3,1.00/2,,,,,
YHR088W,RHTO_04911,0.8,2,5,0.75/4,,,,,
YGL035C,RHTO_07440,1,1,1,,,,,,
YOL075C,RHTO_01377,1,2,13,1.00/12,,,,,
YPR113W,RHTO_02741,1,2,3,1.00/2,,,,,
YBR111C,RHTO_02512,0.667,1,3,1.00/2,,,,,
YPR025C,RHTO_06259,1,1,2,1.00/2,,,,,
YPL111W,RHTO_05160,1,2,3,1.00/2,,,,,
YIL038C,RHTO_02406,1,1,1,,,,,,
YJL208C,RHTO_01853,1,2,3,1.00/2,,,,,
YLL029W,RHTO_04063,0.8,1,5,1.00/4,,,,,
YDR084C,RHTO_04897,1,1,1,,,,,,
YLR248W,RHTO_04656,1,2,7,1.00/6,,,,,
YNL072W,RHTO_01671,1,2,3,1.00/2,,,,,
YGL169W,RHTO_06562,1,1,1,,,,,,
YBR132C,RHTO_03793,0.5,1,4,0.50/4,,,,,
YPL249C-A,RHTO0S_09e06458g,1,2,3,1.00/2,,,,,
YPL212C,RHTO_02180,1,2,3,1.00/2,,,,,
YMR027W,RHTO_03385,1,2,5,1.00/4,,,,,
YNL308C,RHTO_02610,1,1,1,,,,,,
YKL056C,RHTO_07334,1,2,3,1.00/2,,,,,
YFL017W-A,RHTO_04689,1,2,3,1.00/2,,,,,
YOR084W,RHTO_02486,1,1,2,1.00/2,,,,,
YOR381W,RHTO_00765,1,1,6,1.00/6,,,,,
YGR188C,RHTO_04369,0.667,1,3,1.00/2,,,,,
YDR244W,RHTO_07824,1,2,3,1.00/2,,,,,
YJR156C,RHTO_04330,1,2,3,1.00/2,,,,,
YOL086C,RHTO_03062,1,2,13,1.00/12,,,,,
YFL034W,RHTO_00449,1,1,1,,,,,,
YJR044C,RHTO0S_24e00320g,1,2,3,1.00/2,,,,,
YOL137W,RHTO_06396,1,2,9,1.00/8,,,,,
YMR213W,RHTO_06257,1,1,1,,,,,,
YGR048W,RHTO_02899,1,2,3,1.00/2,,,,,
YDR238C,RHTO_00612,0.857,1,7,1.00/6,,,,,
YGL127C,RHTO_05169,1,2,3,1.00/2,,,,,
YGR009C,RHTO_04868,1,2,3,1.00/2,,,,,
YBR115C,RHTO_01494,1,2,5,1.00/4,,,,,
YIL126W,RHTO_07938,0.846,2,13,0.83/12,,,,,
YCR053W,RHTO_03928,1,2,3,1.00/2,,,,,
YNL009W,RHTO_04315,0.667,1,3,1.00/2,,,,,
YBL063W,RHTO_06593,1,2,9,1.00/8,,,,,
YPR034W,RHTO_06848,0.6,1,5,0.75/4,,,,,
YDR018C,RHTO_01519,1,2,3,1.00/2,,,,,
YLR429W,RHTO_00369,1,1,1,,,,,,
YLR203C,RHTO_02828,1,2,3,1.00/2,,,,,
YDL141W,RHTO_02161,1,2,3,1.00/2,,,,,
YNR035C,RHTO_06393,1,2,3,1.00/2,,,,,
YIR028W,RHTO_01705,1,1,2,1.00/2,,,,,
YPR127W,RHTO_00556,1,2,5,1.00/4,,,,,
YPR020W,RHTO_00286,1,1,2,1.00/2,,,,,
YLR178C,RHTO_04166,1,1,2,1.00/2,,,,,
YBL051C,RHTO_01799,1,1,1,,,,,,
YMR102C,RHTO_04335,0.667,1,3,1.00/2,,,,,
YBR133C,RHTO_00355,1,2,3,1.00/2,,,,,
YDR120C,RHTO_05479,1,1,1,,,,,,
YJR145C,RHTO_02067,1,2,4,1.00/2,1.00/2,,,,
YHR027C,RHTO_01527,1,2,3,1.00/2,,,,,
YMR293C,RHTO_05040,0.667,2,3,0.50/2,,,,,
YJR113C,RHTO_05137,1,2,3,1.00/2,,,,,
YKR014C,RHTO_03626,0.529,1,17,0.56/16,,,,,
YHR210C,RHTO_06671,1,1,1,,,,,,
YMR262W,RHTO_00348,1,2,3,1.00/2,,,,,
YJL197W,RHTO_05201,0.667,1,3,1.00/2,,,,,
YDR023W,RHTO_06886,0.6,2,5,0.50/4,,,,,
YBR252W,RHTO_05908,0.667,1,3,1.00/2,,,,,
YNL168C,RHTO_03264,0.5,1,4,0.50/4,,,,,
YHR002W,RHTO_00448,1,2,7,1.00/6,,,,,
YGR235C,RHTO_03742,1,1,2,1.00/2,,,,,
YAL038W,RHTO_01610,1,2,3,1.00/2,,,,,
YGR220C,RHTO_02744,1,2,3,1.00/2,,,,,
YML060W,RHTO_02903,1,2,3,1.00/2,,,,,
YJL193W,RHTO_02168,1,2,3,1.00/2,,,,,
YLR015W,RHTO_06856,1,1,1,,,,,,
YDL021W,RHTO_07773,1,2,3,1.00/2,,,,,
YKL220C,RHTO_00765,1,1,6,1.00/6,,,,,
YDR473C,RHTO_04410,1,2,3,1.00/2,,,,,
YBR146W,RHTO_06228,1,2,3,1.00/2,,,,,
YOR369C,RHTO_06539,1,2,3,1.00/2,,,,,
YNL023C,RHTO_03979,1,2,3,1.00/2,,,,,
YOR360C,RHTO_00737,1,2,3,1.00/2,,,,,
YOL140W,RHTO_07003,0.923,2,13,0.92/12,,,,,
YHL011C,RHTO_04328,1,1,4,1.00/4,,,,,
YPR166C,RHTO_03722,1,2,3,1.00/2,,,,,
YDL075W,RHTO_04593,1,2,3,1.00/2,,,,,
YOR353C,RHTO_04382,1,1,1,,,,,,
YBR205W,RHTO_03276,0.75,1,4,0.75/4,,,,,
YKL211C,RHTO_02564,0.667,1,3,1.00/2,,,,,
YNL157W,RHTO0S_12e01266g,1,1,1,,,,,,
YOR091W,RHTO_00403,1,2,3,1.00/2,,,,,
YGR024C,RHTO_03481,1,2,3,1.00/2,,,,,
YDR033W,RHTO_05442,0.8,1,5,1.00/4,,,,,
YMR302C,RHTO_01896,1,2,3,1.00/2,,,,,
YGL155W,RHTO_05800,1,2,7,1.00/6,,,,,
YMR130W,RHTO_05088,1,2,3,1.00/2,,,,,
YOR254C,RHTO_03502,1,2,3,1.00/2,,,,,
YLR384C,RHTO_08147,1,2,3,1.00/2,,,,,
YJL095W,RHTO_07297,1,2,3,1.00/2,,,,,
YHR143W-A,RHTO_02461,1,1,1,,,,,,
YLR020C,RHTO_01062,1,2,3,1.00/2,,,,,
YDR427W,RHTO_03459,1,2,3,1.00/2,,,,,
YKR052C,RHTO_04847,0.818,2,11,0.80/10,,,,,
YER098W,RHTO_00334,1,1,2,1.00/2,,,,,
YDR001C,RHTO_00226,1,2,3,1.00/2,,,,,
YER177W,RHTO_01139,1,2,3,1.00/2,,,,,
YGL246C,RHTO_05207,1,2,3,1.00/2,,,,,
YBR175W,RHTO_05185,0.667,1,3,1.00/2,,,,,
YLR378C,RHTO_04473,1,2,3,1.00/2,,,,,
YBL032W,RHTO_05101,1,2,3,1.00/2,,,,,
YJL096W,RHTO_00758,1,1,2,1.00/2,,,,,
YPR198W,RHTO_07727,0.636,2,11,0.60/10,,,,,
YHL032C,RHTO_07649,0.667,1,3,1.00/2,,,,,
YOR206W,RHTO_01398,1,2,3,1.00/2,,,,,
YOR223W,RHTO_02826,1,1,1,,,,,,
YOR204W,RHTO_04741,0.955,1,22,0.95/22,,,,,
YOR181W,RHTO_04031,1,1,1,,,,,,
YHR080C,RHTO_00215,1,2,3,1.00/2,,,,,
YHR024C,RHTO_00126,1,2,5,1.00/4,,,,,
YER048C,RHTO_05192,1,1,4,1.00/4,,,,,
YEL027W,RHTO_01541,0.5,1,4,0.50/4,,,,,
YPL203W,RHTO_02603,1,2,19,1.00/18,,,,,
YNL221C,RHTO_05502,1,2,3,1.00/2,,,,,
YMR096W,RHTO_04321,1,2,3,1.00/2,,,,,
YFR032C-A,RHTO0S_04e01948g,1,2,3,1.00/2,,,,,
YML047C,RHTO_04249,1,1,1,,,,,,
YJR142W,RHTO_00862,0.667,2,3,0.50/2,,,,,
YLL035W,RHTO_04132,1,2,3,1.00/2,,,,,
YMR068W,RHTO_04600,1,1,1,,,,,,
YLR420W,RHTO_04690,1,2,3,1.00/2,,,,,
YBL075C,RHTO_07842,0.933,2,15,0.93/14,,,,,
YMR236W,RHTO_05889,1,2,3,1.00/2,,,,,
YPL149W,RHTO_06485,1,1,1,,,,,,
YER056C,RHTO_07997,0.667,1,3,1.00/2,,,,,
YOR330C,RHTO_00831,1,2,3,1.00/2,,,,,
YDL160C,RHTO_00722,0.733,2,15,0.71/14,,,,,
YBR201W,RHTO_05202,1,1,2,1.00/2,,,,,
YLR405W,RHTO_03686,1,2,7,1.00/6,,,,,
YLL041C,RHTO_06068,1,2,3,1.00/2,,,,,
YKL189W,RHTO0S_01e06392g,1,2,3,1.00/2,,,,,
YHR019C,RHTO_04575,1,2,9,1.00/8,,,,,
YBR030W,RHTO_04949,1,1,1,,,,,,
YJL124C,RHTO_00835,0.5,1,4,0.50/4,,,,,
YGR135W,RHTO_04535,1,2,13,1.00/12,,,,,
YER074W-A,RHTO_05275,1,2,3,1.00/2,,,,,
YJL187C,RHTO_04398,1,1,1,,,,,,
YMR142C,RHTO_05119,1,2,3,1.00/2,,,,,
YDR086C,RHTO_03604,1,2,3,1.00/2,,,,,
YLR127C,RHTO_03614,1,1,1,,,,,,
YMR205C,RHTO_00494,1,2,3,1.00/2,,,,,
YGL245W,RHTO_08040,1,1,1,,,,,,
YGL106W,RHTO_05983,1,2,7,1.00/6,,,,,
YHR039C,RHTO_03710,0.765,2,17,0.75/16,,,,,
YLR371W,RHTO_04972,0.714,1,7,0.83/6,,,,,
YLL051C,RHTO_00765,1,1,6,1.00/6,,,,,
YMR268C,RHTO_04357,1,2,3,1.00/2,,,,,
YPL222W,RHTO_02110,1,2,3,1.00/2,,,,,
YHR147C,RHTO_03740,1,2,3,1.00/2,,,,,
YFR050C,RHTO_04683,0.857,2,7,0.83/6,,,,,
YLL038C,RHTO_07766,1,1,1,,,,,,
YDR027C,RHTO_02860,1,1,1,,,,,,
YLL061W,RHTO_02350,1,1,4,1.00/4,,,,,
YGL103W,RHTO_00632,1,2,3,1.00/2,,,,,
YJR095W,RHTO_05007,0.971,1,35,1.00/34,,,,,
YDR438W,RHTO_02317,1,2,3,1.00/2,,,,,
YDR115W,RHTO_01878,1,1,1,,,,,,
YGL236C,RHTO_04674,1,2,3,1.00/2,,,,,
YBR117C,RHTO_03248,1,1,1,,,,,,
YGR037C,RHTO0S_11e02190g,1,1,4,1.00/4,,,,,
YDR489W,RHTO_03792,1,2,3,1.00/2,,,,,
YOL010W,RHTO_01789,0.667,2,3,0.50/2,,,,,
YOR185C,RHTO_07359,0.667,2,3,0.50/2,,,,,
YDR012W,RHTO_07868,0.667,1,3,1.00/2,,,,,
YPR073C,RHTO_07238,1,2,3,1.00/2,,,,,
YML085C,RHTO_07708,0.818,2,11,0.80/10,,,,,
YCR107W,RHTO_05962,0.667,1,3,1.00/2,,,,,
YDR105C,RHTO_06394,1,2,3,1.00/2,,,,,
YPL196W,RHTO_02177,1,1,1,,,,,,
YIL173W,RHTO_05663,1,1,1,,,,,,
YPR089W,RHTO_07109,1,2,3,1.00/2,,,,,
YJR010C-A,RHTO_04559,1,1,2,1.00/2,,,,,
YGL027C,RHTO_07840,1,1,1,,,,,,
YGR274C,RHTO_05897,1,1,1,,,,,,
YDR229W,RHTO_07039,1,1,1,,,,,,
YBL004W,RHTO_01942,1,2,3,1.00/2,,,,,
YGL147C,RHTO_05964,1,2,3,1.00/2,,,,,
YJR131W,RHTO_00429,1,1,4,1.00/4,,,,,
YGR047C,RHTO_07278,1,2,3,1.00/2,,,,,
YER185W,RHTO_02343,1,1,1,,,,,,
YER096W,RHTO_00525,1,1,2,1.00/2,,,,,
YIL034C,RHTO_01333,1,2,3,1.00/2,,,,,
YKL145W,RHTO_02815,1,2,15,1.00/14,,,,,
YAL039C,RHTO_02286,1,1,4,1.00/4,,,,,
YOR253W,RHTO_02404,1,1,1,,,,,,
YOL151W,RHTO_03406,0.667,1,6,0.67/6,,,,,
YMR049C,RHTO_06742,1,2,3,1.00/2,,,,,
YGR157W,RHTO_03719,0.667,1,3,1.00/2,,,,,
YNL101W,RHTO_04969,0.5,1,4,0.50/4,,,,,
YMR011W,RHTO_00630,0.889,1,9,1.00/8,,,,,
YOL020W,RHTO_02350,1,1,4,1.00/4,,,,,
YHL021C,RHTO_02366,0.6,2,5,0.50/4,,,,,
YHR186C,RHTO_01038,1,2,3,1.00/2,,,,,
YGR252W,RHTO_06132,1,2,3,1.00/2,,,,,
YOR237W,RHTO_03327,1,2,5,1.00/4,,,,,
YHR085W,RHTO_00860,1,1,1,,,,,,
YFL005W,RHTO0S_10e06964g,1,1,34,1.00/34,,,,,
YBL042C,RHTO_01705,1,1,2,1.00/2,,,,,
YMR287C,RHTO_03863,1,1,1,,,,,,
YLR129W,RHTO_03831,1,1,2,1.00/2,,,,,
YNL134C,RHTO_03470,1,1,4,1.00/4,,,,,
YDR447C,RHTO_06249,1,2,3,1.00/2,,,,,
YDR312W,RHTO_01807,1,2,3,1.00/2,,,,,
YMR039C,RHTO_06999,1,1,2,1.00/2,,,,,
YPL263C,RHTO_00783,1,2,3,1.00/2,,,,,
YLL012W,RHTO_01062,1,2,3,1.00/2,,,,,
YHR164C,RHTO_01437,1,2,7,1.00/6,,,,,
YDR342C,RHTO_00630,0.909,1,11,1.00/10,,,,,
YDR127W,RHTO_01057,1,1,2,1.00/2,,,,,
YNL079C,RHTO_02102,1,2,3,1.00/2,,,,,
YER014W,RHTO_00658,1,2,3,1.00/2,,,,,
YDL040C,RHTO_01443,1,2,3,1.00/2,,,,,
YLR055C,RHTO_06995,1,1,1,,,,,,
YHR029C,RHTO_04032,1,1,2,1.00/2,,,,,
YJL085W,RHTO_04470,1,2,3,1.00/2,,,,,
YJR017C,RHTO_02573,1,2,3,1.00/2,,,,,
YBL104C,RHTO_03323,1,1,1,,,,,,
YEL029C,RHTO_07984,1,2,3,1.00/2,,,,,
YEL058W,RHTO_01639,1,2,3,1.00/2,,,,,
YGR167W,RHTO_07269,1,2,3,1.00/2,,,,,
YPL167C,RHTO_04743,0.8,1,5,1.00/4,,,,,
YKL148C,RHTO_05714,0.667,1,3,1.00/2,,,,,
YCL064C,RHTO_04169,1,2,3,1.00/2,,,,,
YLR107W,RHTO_06894,0.6,2,5,0.50/4,,,,,
YBL023C,RHTO_01473,0.846,2,13,0.83/12,,,,,
YLL048C,RHTO_05437,1,2,17,1.00/16,,,,,
YAL010C,RHTO_01971,1,2,3,1.00/2,,,,,
YKL041W,RHTO_05862,1,2,3,1.00/2,,,,,
YDR359C,RHTO_05583,1,1,1,,,,,,
YPL147W,RHTO_04105,1,1,1,,,,,,
YOR241W,RHTO_05405,0.6,2,5,0.50/4,,,,,
YKL003C,RHTO_02689,1,1,1,,,,,,
YIL116W,RHTO_06254,1,2,3,1.00/2,,,,,
YNL220W,RHTO_02257,1,2,3,1.00/2,,,,,
YDR061W,RHTO_06022,0.5,1,2,0.50/2,,,,,
YNL118C,RHTO_05456,1,1,1,,,,,,
YHR129C,RHTO_04841,0.909,1,11,1.00/10,,,,,
YPR190C,RHTO_01813,1,1,1,,,,,,
YCR092C,RHTO_02859,0.778,1,9,0.88/8,,,,,
YKR060W,RHTO_07626,1,1,2,1.00/2,,,,,
YDL103C,RHTO_00287,1,2,3,1.00/2,,,,,
YMR237W,RHTO_06630,0.667,1,3,1.00/2,,,,,
YDR218C,RHTO_08031,0.625,1,8,0.62/8,,,,,
YKL065C,RHTO_03357,0.667,1,3,1.00/2,,,,,
YGR132C,RHTO_08080,0.6,2,5,0.50/4,,,,,
YHL031C,RHTO_00531,1,1,1,,,,,,
YML104C,RHTO_00139,1,1,1,,,,,,
YOL087C,RHTO_02525,1,1,1,,,,,,
YIL155C,RHTO_07665,0.667,1,3,1.00/2,,,,,
YKL191W,RHTO_04453,0.6,2,5,0.50/4,,,,,
YLR061W,RHTO_03161,1,2,3,1.00/2,,,,,
YKL073W,RHTO_03759,1,2,3,1.00/2,,,,,
YER062C,RHTO_04434,1,1,2,1.00/2,,,,,
YPL085W,RHTO_07054,1,1,1,,,,,,
YBR218C,RHTO_02628,1,2,3,1.00/2,,,,,
YNL275W,RHTO_05013,1,1,2,1.00/2,,,,,
YIR007W,RHTO_02996,1,2,5,1.00/4,,,,,
YBR054W,RHTO_05442,0.667,1,3,1.00/2,,,,,
YJR132W,RHTO_00294,0.667,1,3,1.00/2,,,,,
YOR020C,RHTO_06972,1,2,3,1.00/2,,,,,
YDL017W,RHTO_01143,1,2,3,1.00/2,,,,,
YNL267W,RHTO_03971,1,1,1,,,,,,
YGR121C,RHTO_01846,0.5,1,4,0.50/4,,,,,
YIL118W,RHTO_04648,0.909,2,11,0.90/10,,,,,
YLR038C,RHTO0S_29e00606g,1,2,3,1.00/2,,,,,
YDR059C,RHTO_02321,0.806,2,31,0.80/30,,,,,
YDR415C,RHTO_04062,1,1,1,,,,,,
YNL178W,RHTO_05011,1,2,3,1.00/2,,,,,
YDL036C,RHTO_05066,0.6,2,5,0.50/4,,,,,
YPR026W,RHTO_05929,1,1,1,,,,,,
YCR030C,RHTO_03335,1,2,3,1.00/2,,,,,
YPL170W,RHTO_06107,1,2,7,1.00/6,,,,,
YHR066W,RHTO_01807,1,2,3,1.00/2,,,,,
YIL144W,RHTO_06324,0.667,1,3,1.00/2,,,,,
YMR281W,RHTO_07749,0.667,1,3,1.00/2,,,,,
YMR196W,RHTO_07700,1,1,1,,,,,,
YKL088W,RHTO_07357,1,1,1,,,,,,
YBR123C,RHTO_02585,1,1,1,,,,,,
YDR093W,RHTO_01435,1,1,6,1.00/6,,,,,
YMR301C,RHTO_02395,1,2,5,1.00/4,,,,,
YCL047C,RHTO_05254,1,1,1,,,,,,
YKL034W,RHTO_04177,1,1,1,,,,,,
YDR500C,RHTO_02116,1,2,3,1.00/2,,,,,
YPR074C,RHTO_03248,1,1,1,,,,,,
YBR102C,RHTO_00544,1,2,3,1.00/2,,,,,
YDR325W,RHTO_05279,0.667,1,3,1.00/2,,,,,
YOR122C,RHTO0S_01e07866g,1,2,3,1.00/2,,,,,
YKL016C,RHTO_07038,1,2,3,1.00/2,,,,,
YBR069C,RHTO_02350,1,1,4,1.00/4,,,,,
YML016C,RHTO_06595,0.917,1,12,0.92/12,,,,,
YER123W,RHTO_03066,1,1,4,1.00/4,,,,,
YFL011W,RHTO_00630,0.923,1,13,1.00/12,,,,,
YCR004C,RHTO_07025,0.667,1,3,1.00/2,,,,,
YLR029C,RHTO_04839,1,2,3,1.00/2,,,,,
YGR202C,RHTO_03360,1,2,3,1.00/2,,,,,
YGL086W,RHTO_06243,1,1,1,,,,,,
YGL187C,RHTO_04577,1,2,3,1.00/2,,,,,
YER095W,RHTO_00477,1,1,1,,,,,,
YKL078W,RHTO_07399,1,2,11,1.00/10,,,,,
YPL081W,RHTO_03637,0.6,2,5,0.50/4,,,,,
YGR254W,RHTO_00323,0.667,2,3,0.50/2,,,,,
YNR066C,RHTO_05663,1,1,1,,,,,,
YLR441C,RHTO_06815,1,2,3,1.00/2,,,,,
YPR056W,RHTO_03365,1,2,3,1.00/2,,,,,
YGL251C,RHTO_03196,1,2,3,1.00/2,,,,,
YBL013W,RHTO_00624,1,1,1,,,,,,
YLR386W,RHTO_07205,0.667,1,3,1.00/2,,,,,
YDL061C,RHTO_08151,1,2,3,1.00/2,,,,,
YBR154C,RHTO_05342,1,2,3,1.00/2,,,,,
YKR070W,RHTO_08010,1,1,2,1.00/2,,,,,
YAL005C,RHTO_07842,0.933,2,15,0.93/14,,,,,
YLR148W,RHTO_04637,0.667,1,3,1.00/2,,,,,
YGL159W,RHTO_02478,1,2,3,1.00/2,,,,,
YCR046C,RHTO_06981,1,1,1,,,,,,
YGL179C,RHTO_00257,1,1,1,,,,,,
YLR089C,RHTO_04103,1,2,3,1.00/2,,,,,
YBR290W,RHTO_05553,1,1,1,,,,,,
YER107C,RHTO_02090,1,2,5,1.00/4,,,,,
YML082W,RHTO_00815,1,1,2,1.00/2,,,,,
YLR017W,RHTO_05934,0.667,2,3,0.50/2,,,,,
YER174C,RHTO_04201,0.5,1,4,0.50/4,,,,,
YOL114C,RHTO_00832,1,2,3,1.00/2,,,,,
YGL082W,RHTO_00598,1,2,3,1.00/2,,,,,
YLR314C,RHTO_07304,1,2,11,1.00/10,,,,,
YNL252C,RHTO_01759,1,1,1,,,,,,
YNR023W,RHTO_03767,1,2,3,1.00/2,,,,,
YDL116W,RHTO_04143,1,1,2,1.00/2,,,,,
YLR025W,RHTO_05325,0.667,1,3,1.00/2,,,,,
YLR078C,RHTO_05976,1,2,3,1.00/2,,,,,
YER119C,RHTO_02128,1,2,3,1.00/2,,,,,
YHR063C,RHTO_01031,1,1,1,,,,,,
YGR197C,RHTO_03519,0.667,1,3,1.00/2,,,,,
YLR172C,RHTO_02506,1,2,3,1.00/2,,,,,
YLR291C,RHTO_00301,1,2,3,1.00/2,,,,,
YLR399C,RHTO_08019,1,2,3,1.00/2,,,,,
YOR187W,RHTO_05162,0.727,2,11,0.70/10,,,,,
YJR100C,RHTO_00170,1,1,1,,,,,,
YCL057W,RHTO_04210,1,1,2,1.00/2,,,,,
YPR068C,RHTO_02394,1,1,2,1.00/2,,,,,
YER003C,RHTO_04622,1,2,3,1.00/2,,,,,
YMR009W,RHTO_05673,1,2,3,1.00/2,,,,,
YDL091C,RHTO_01331,1,1,1,,,,,,
YBR251W,RHTO_02144,1,2,3,1.00/2,,,,,
YMR108W,RHTO_03298,0.667,1,3,1.00/2,,,,,
YPL206C,RHTO_01245,1,2,3,1.00/2,,,,,
YOL068C,RHTO_05957,1,2,3,1.00/2,,,,,
YCL054W,RHTO_03482,1,2,3,1.00/2,,,,,
YBR023C,RHTO_00133,1,1,4,1.00/4,,,,,
YBR261C,RHTO_02843,1,2,3,1.00/2,,,,,
YIL061C,RHTO_04292,1,2,3,1.00/2,,,,,
YBR084W,RHTO_02988,0.667,1,3,1.00/2,,,,,
YCL057C-A,RHTO_03866,1,2,3,1.00/2,,,,,
YHR193C,RHTO_07024,1,2,3,1.00/2,,,,,
YKL064W,RHTO_03083,1,1,1,,,,,,
YHR110W,RHTO_02283,0.6,2,5,0.50/4,,,,,
YJL198W,RHTO_01558,1,2,3,1.00/2,,,,,
YIL033C,RHTO_02402,1,2,3,1.00/2,,,,,
YOL065C,RHTO_03165,1,2,3,1.00/2,,,,,
YKL014C,RHTO_04101,0.667,1,3,1.00/2,,,,,
YEL022W,RHTO_01737,0.667,1,3,1.00/2,,,,,
YNL006W,RHTO0S_14e05116g,1,2,3,1.00/2,,,,,
YPL083C,RHTO_04018,1,2,3,1.00/2,,,,,
YMR055C,RHTO_03017,1,2,3,1.00/2,,,,,
YDL243C,RHTO_05962,0.667,1,3,1.00/2,,,,,
YCL033C,RHTO_04589,0.667,1,3,1.00/2,,,,,
YDR347W,RHTO_06854,1,1,2,1.00/2,,,,,
YPL131W,RHTO0S_18e01002g,1,2,3,1.00/2,,,,,
YMR002W,RHTO_00785,1,1,1,,,,,,
YLR003C,RHTO_02763,1,1,2,1.00/2,,,,,
YIL120W,RHTO_04612,1,1,1,,,,,,
YDL144C,RHTO_02524,1,1,4,1.00/4,,,,,
YDR098C,RHTO_04201,0.5,1,4,0.50/4,,,,,
YAL017W,RHTO_05112,1,1,1,,,,,,
YDR099W,RHTO_01139,1,2,3,1.00/2,,,,,
YPR035W,RHTO_00673,1,2,5,1.00/4,,,,,
YHR003C,RHTO_02069,0.667,1,3,1.00/2,,,,,
YLR220W,RHTO_07310,1,2,3,1.00/2,,,,,
YAL046C,RHTO_06902,1,2,5,1.00/4,,,,,
YLR447C,RHTO0S_20e01354g,1,2,3,1.00/2,,,,,
YDL055C,RHTO0S_05e02982g,0.6,2,5,0.50/4,,,,,
YKL002W,RHTO_06217,0.6,2,5,0.50/4,,,,,
YGR224W,RHTO_07727,0.778,2,9,0.75/8,,,,,
YPL097W,RHTO_06171,1,2,3,1.00/2,,,,,
YMR042W,RHTO_03422,1,1,1,,,,,,
YHL039W,RHTO_00043,1,1,1,,,,,,
YIL083C,RHTO_00483,0.667,1,3,1.00/2,,,,,
YBL017C,RHTO_05663,1,1,1,,,,,,
YFR006W,RHTO_05727,1,2,3,1.00/2,,,,,
YNL181W,RHTO_04117,1,2,3,1.00/2,,,,,
YOR106W,RHTO_02153,1,1,1,,,,,,
YGL254W,RHTO_04569,1,1,1,,,,,,
YNL251C,RHTO_05638,1,1,1,,,,,,
YML026C,RHTO_04740,1,2,4,1.00/2,1.00/2,,,,
YBR046C,RHTO_01826,1,2,9,1.00/8,,,,,
YMR201C,RHTO_05272,1,2,3,1.00/2,,,,,
YNL053W,RHTO_04634,1,1,1,,,,,,
YNL011C,RHTO_08105,1,1,1,,,,,,
YNL126W,RHTO_06038,1,1,1,,,,,,
YLR048W,RHTO0S_06e03928g,1,2,3,1.00/2,,,,,
YLR264W,RHTO_01016,1,2,3,1.00/2,,,,,
YPL209C,RHTO_07697,1,1,4,1.00/4,,,,,
YKL103C,RHTO_05571,1,1,2,1.00/2,,,,,
YGL017W,RHTO_04920,1,2,3,1.00/2,,,,,
YLR167W,RHTO_02115,0.857,1,7,1.00/6,,,,,
YML004C,RHTO_02522,0.667,1,3,1.00/2,,,,,
YBR182C,RHTO_02226,1,1,1,,,,,,
YLR268W,RHTO_00907,1,2,5,1.00/4,,,,,
YJL128C,RHTO_02351,0.667,1,9,0.75/8,,,,,
YHR068W,RHTO_06932,0.667,1,3,1.00/2,,,,,
YER068W,RHTO_06124,1,1,1,,,,,,
YOR123C,RHTO_05182,1,1,1,,,,,,
YLR430W,RHTO_07539,1,2,3,1.00/2,,,,,
YNL121C,RHTO_04563,0.6,2,5,0.50/4,,,,,
YDR111C,RHTO_04103,1,2,3,1.00/2,,,,,
