reaction	Acetate	Glycerol	Xylose	Xylose (no PK-PTA)
MLCL (1-18:1, 2-18:2, 4-18:3):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	0	0	0	0
MLCL (1-18:1, 2-18:3, 4-18:3):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	2.009935e-05	2.779355e-05	2.474420e-05	2.376246e-05
MLCL (2-18:1, 3-16:0, 4-18:2):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	0	0	0	0
MLCL (2-18:1, 3-16:0, 4-18:3):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	0	0	0	0
MLCL (2-18:2, 3-16:0, 4-18:2):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	0	0	0	0
MLCL (2-18:2, 3-16:0, 4-18:3):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	0	0	0	0
MLCL (2-18:3, 3-16:0, 4-18:3):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	0	0	0	0
MLCL (2-18:1, 3-18:0, 4-18:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	0	0	0	0
MLCL (2-18:1, 3-18:0, 4-18:2):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	0	0	0	0
MLCL (2-18:1, 3-18:0, 4-18:3):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	0	0	0	0
MLCL (2-18:2, 3-18:0, 4-18:2):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	0	0	0	0
MLCL (2-18:2, 3-18:0, 4-18:3):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	0	0	0	0
MLCL (2-18:3, 3-18:0, 4-18:3):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	2.009935e-05	2.779355e-05	2.474420e-05	2.376246e-05
PA kinase (1-16:0, 2-18:2), vacuolar membrane	0	0	0	0
PA kinase (1-16:0, 2-18:3), vacuolar membrane	0	0	0	0
PA kinase (1-18:0, 2-18:2), vacuolar membrane	0	0	0	0
PA kinase (1-18:0, 2-18:3), vacuolar membrane	0	0	0	0
PA phosphatase (1-16:0, 2-18:1), endoplasmic reticulum membrane	0	0	0	0
PA phosphatase (1-16:0, 2-18:2), endoplasmic reticulum membrane	3.528121e-03	4.752192e-03	4.980757e-03	4.171121e-03
PA phosphatase (1-16:0, 2-18:3), endoplasmic reticulum membrane	1.868379e-03	2.710133e-03	1.662845e-03	2.208891e-03
PA phosphatase (1-18:0, 2-18:1), endoplasmic reticulum membrane	0	0	0	0
PA phosphatase (1-18:0, 2-18:2), endoplasmic reticulum membrane	1.832227e-03	2.660142e-03	2.368286e-03	2.166150e-03
PA phosphatase (1-18:0, 2-18:3), endoplasmic reticulum membrane	9.149713e-05	0	0	1.081725e-04
PA phosphatase (1-16:0, 2-18:2), vacuolar membrane	0	0	0	0
PA phosphatase (1-16:0, 2-18:3), vacuolar membrane	0	0	0	0
PA phosphatase (1-18:0, 2-18:2), vacuolar membrane	0	0	0	0
PA phosphatase (1-18:0, 2-18:3), vacuolar membrane	0	0	0	0
PC (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, endoplasmic reticulum membrane	0	-9.443700e-03	0	0
PC (1-16:0, 2-18:2) diacylglycerol (1-16:0, 2-18:1) acyltransferase, endoplasmic reticulum membrane	0	0	-3.984443e-03	0
PC (1-16:0, 2-18:3) diacylglycerol (1-16:0, 2-18:1) acyltransferase, endoplasmic reticulum membrane	0	0	-4.164747e-04	0
PC (1-16:0, 2-18:2) diacylglycerol (1-16:0, 2-18:2) acyltransferase, endoplasmic reticulum membrane	-3.574802e-03	0	0	0
PC (1-16:0, 2-18:3) diacylglycerol (1-16:0, 2-18:2) acyltransferase, endoplasmic reticulum membrane	0	0	0	0
PC (1-16:0, 2-18:3) diacylglycerol (1-16:0, 2-18:3) acyltransferase, endoplasmic reticulum membrane	0	0	0	-3.999508e-04
PC (1-18:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, endoplasmic reticulum membrane	-6.829364e-03	0	0	0
PC (1-18:0, 2-18:2) diacylglycerol (1-16:0, 2-18:1) acyltransferase, endoplasmic reticulum membrane	0	-4.943265e-03	0	-3.826358e-03
PC (1-18:0, 2-18:3) diacylglycerol (1-16:0, 2-18:1) acyltransferase, endoplasmic reticulum membrane	0	0	0	0
PC (1-18:0, 2-18:2) diacylglycerol (1-16:0, 2-18:2) acyltransferase, endoplasmic reticulum membrane	0	0	0	0
PC (1-18:0, 2-18:3) diacylglycerol (1-16:0, 2-18:2) acyltransferase, endoplasmic reticulum membrane	0	0	0	0
PC (1-18:0, 2-18:3) diacylglycerol (1-16:0, 2-18:3) acyltransferase, endoplasmic reticulum membrane	0	0	0	0
PC (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, endoplasmic reticulum membrane	0	0	-8.407591e-03	-8.074014e-03
PC (1-18:0, 2-18:2) diacylglycerol (1-18:0, 2-18:1) acyltransferase, endoplasmic reticulum membrane	0	0	0	0
PC (1-18:0, 2-18:3) diacylglycerol (1-18:0, 2-18:1) acyltransferase, endoplasmic reticulum membrane	0	0	0	0
PC (1-18:0, 2-18:2) diacylglycerol (1-18:0, 2-18:2) acyltransferase, endoplasmic reticulum membrane	0	0	0	0
PC (1-18:0, 2-18:3) diacylglycerol (1-18:0, 2-18:2) acyltransferase, endoplasmic reticulum membrane	0	0	0	0
PC (1-18:0, 2-18:3) diacylglycerol (1-18:0, 2-18:3) acyltransferase, endoplasmic reticulum membrane	0	0	0	0
PC phospholipase B (1-16:0, 2-18:1), endoplasmic reticulum membrane	0	9.443700e-03	0	0
PC phospholipase B (1-16:0, 2-18:2), endoplasmic reticulum membrane	3.574802e-03	0	4.400918e-03	3.999508e-04
PC phospholipase B (1-16:0, 2-18:3), endoplasmic reticulum membrane	0	0	0	0
PC phospholipase B (1-18:0, 2-18:1), endoplasmic reticulum membrane	6.829364e-03	0	8.407591e-03	8.074014e-03
PC phospholipase B (1-18:0, 2-18:2), endoplasmic reticulum membrane	0	4.943265e-03	0	3.826358e-03
PC phospholipase B (1-18:0, 2-18:3), endoplasmic reticulum membrane	0	0	0	0
PC phospholipase B (1-16:0, 2-18:2), cell envelope	0	0	0	0
PC phospholipase B (1-16:0, 2-18:3), cell envelope	0	0	0	0
PC phospholipase B (1-18:0, 2-18:2), cell envelope	0	0	0	0
PC phospholipase B (1-18:0, 2-18:3), cell envelope	0	0	0	0
PC phospholipase D (1-16:0, 2-18:2), cell envelope	0	0	0	0
PC phospholipase D (1-16:0, 2-18:3), cell envelope	0	0	0	0
PC phospholipase D (1-18:0, 2-18:2), cell envelope	0	0	0	0
PC phospholipase D (1-18:0, 2-18:3), cell envelope	0	0	0	0
PE (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, endoplasmic reticulum membrane	0	0	0	0
PE (1-16:0, 2-18:2) diacylglycerol (1-16:0, 2-18:1) acyltransferase, endoplasmic reticulum membrane	0	4.943265e-03	3.984443e-03	3.826358e-03
PE (1-16:0, 2-18:3) diacylglycerol (1-16:0, 2-18:1) acyltransferase, endoplasmic reticulum membrane	0	0	4.164747e-04	0
PE (1-16:0, 2-18:2) diacylglycerol (1-16:0, 2-18:2) acyltransferase, endoplasmic reticulum membrane	3.574802e-03	0	0	0
PE (1-16:0, 2-18:3) diacylglycerol (1-16:0, 2-18:2) acyltransferase, endoplasmic reticulum membrane	0	0	0	0
PE (1-16:0, 2-18:3) diacylglycerol (1-16:0, 2-18:3) acyltransferase, endoplasmic reticulum membrane	0	0	0	0
PE (1-18:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, endoplasmic reticulum membrane	0	0	0	0
PE (1-18:0, 2-18:2) diacylglycerol (1-16:0, 2-18:1) acyltransferase, endoplasmic reticulum membrane	0	0	0	0
PE (1-18:0, 2-18:3) diacylglycerol (1-16:0, 2-18:1) acyltransferase, endoplasmic reticulum membrane	0	0	0	0
PE (1-18:0, 2-18:2) diacylglycerol (1-16:0, 2-18:2) acyltransferase, endoplasmic reticulum membrane	0	0	0	0
PE (1-18:0, 2-18:3) diacylglycerol (1-16:0, 2-18:2) acyltransferase, endoplasmic reticulum membrane	0	0	0	0
PE (1-18:0, 2-18:3) diacylglycerol (1-16:0, 2-18:3) acyltransferase, endoplasmic reticulum membrane	0	0	0	3.999508e-04
PE (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, endoplasmic reticulum membrane	0	0	0	0
PE (1-18:0, 2-18:2) diacylglycerol (1-18:0, 2-18:1) acyltransferase, endoplasmic reticulum membrane	0	0	0	0
PE (1-18:0, 2-18:3) diacylglycerol (1-18:0, 2-18:1) acyltransferase, endoplasmic reticulum membrane	0	0	0	0
PE (1-18:0, 2-18:2) diacylglycerol (1-18:0, 2-18:2) acyltransferase, endoplasmic reticulum membrane	0	0	0	0
PE (1-18:0, 2-18:3) diacylglycerol (1-18:0, 2-18:2) acyltransferase, endoplasmic reticulum membrane	0	0	0	0
PE (1-18:0, 2-18:3) diacylglycerol (1-18:0, 2-18:3) acyltransferase, endoplasmic reticulum membrane	0	0	0	0
PE methyltransferase (1-16:0, 2-18:1), endoplasmic reticulum membrane	0	0	0	0
PE methyltransferase (1-16:0, 2-18:2), endoplasmic reticulum membrane	0	0	4.164747e-04	3.999508e-04
PE methyltransferase (1-16:0, 2-18:3), endoplasmic reticulum membrane	3.382963e-04	4.677989e-04	0	0
PE methyltransferase (1-18:0, 2-18:1), endoplasmic reticulum membrane	0	0	0	0
PE methyltransferase (1-18:0, 2-18:2), endoplasmic reticulum membrane	0	0	0	0
PE methyltransferase (1-18:0, 2-18:3), endoplasmic reticulum membrane	0	0	0	0
PE phospholipase A2 (1-16:0, 2-18:2), lipid particle	0	0	0	0
PE phospholipase A2 (1-16:0, 2-18:3), lipid particle	0	0	0	0
PE phospholipase A2 (1-18:0, 2-18:2), lipid particle	0	0	0	0
PE phospholipase A2 (1-18:0, 2-18:3), lipid particle	0	0	0	0
PE phospholipase B (1-16:0, 2-18:2), cell envelope	0	0	0	0
PE phospholipase B (1-16:0, 2-18:3), cell envelope	0	0	0	0
PE phospholipase B (1-18:0, 2-18:2), cell envelope	0	0	0	0
PE phospholipase B (1-18:0, 2-18:3), cell envelope	0	0	0	0
PG phospholipase C (1-16:0, 2-18:2), mitochondrial membrane	0	0	0	0
PG phospholipase C (1-16:0, 2-18:3), mitochondrial membrane	0	0	0	0
PG phospholipase C (1-18:0, 2-18:1), mitochondrial membrane	0	0	0	0
PG phospholipase C (1-18:0, 2-18:2), mitochondrial membrane	0	0	0	0
PG phospholipase C (1-18:0, 2-18:3), mitochondrial membrane	0	0	0	0
PGP phosphatase (1-16:0, 2-18:2), mitochondrial membrane	0	0	0	0
PGP phosphatase (1-16:0, 2-18:3), mitochondrial membrane	0	0	0	0
PGP phosphatase (1-18:0, 2-18:1), mitochondrial membrane	0	0	0	0
PGP phosphatase (1-18:0, 2-18:2), mitochondrial membrane	0	0	0	0
PGP phosphatase (1-18:0, 2-18:3), mitochondrial membrane	2.009935e-05	2.779355e-05	2.474420e-05	2.376246e-05
phosphatidylglycerolphosphate synthase (1-16:0, 2-18:2), mitochondrial membrane	0	0	0	0
phosphatidylglycerolphosphate synthase (1-16:0, 2-18:3), mitochondrial membrane	0	0	0	0
phosphatidylglycerolphosphate synthase (1-18:0, 2-18:1), mitochondrial membrane	0	0	0	0
phosphatidylglycerolphosphate synthase (1-18:0, 2-18:2), mitochondrial membrane	0	0	0	0
phosphatidylglycerolphosphate synthase (1-18:0, 2-18:3), mitochondrial membrane	2.009935e-05	2.779355e-05	2.474420e-05	2.376246e-05
phosphatidylinositol 3-kinase (1-16:0, 2-18:2), vacuolar membrane	0	0	0	0
phosphatidylinositol 3-kinase (1-16:0, 2-18:3), vacuolar membrane	0	0	0	0
phosphatidylinositol 3-kinase (1-18:0, 2-18:2), vacuolar membrane	0	0	0	0
phosphatidylinositol 3-kinase (1-18:0, 2-18:3), vacuolar membrane	0	0	0	0
phosphatidylinositol 4-kinase (1-16:0, 2-18:2), cell envelope	0	0	0	0
phosphatidylinositol 4-kinase (1-16:0, 2-18:3), cell envelope	0	0	0	0
phosphatidylinositol 4-kinase (1-18:0, 2-18:2), cell envelope	0	0	0	0
phosphatidylinositol 4-kinase (1-18:0, 2-18:3), cell envelope	0	0	0	0
phosphatidylinositol 4-kinase (1-16:0, 2-18:2), vacuolar membrane	0	0	0	0
phosphatidylinositol 4-kinase (1-16:0, 2-18:3), vacuolar membrane	0	0	0	0
phosphatidylinositol 4-kinase (1-18:0, 2-18:2), vacuolar membrane	0	0	0	0
phosphatidylinositol 4-kinase (1-18:0, 2-18:3), vacuolar membrane	0	0	0	0
phosphatidylinositol 4-kinase (1-16:0, 2-18:2), Golgi membrane	0	0	0	0
phosphatidylinositol 4-kinase (1-16:0, 2-18:3), Golgi membrane	0	0	0	0
phosphatidylinositol 4-kinase (1-18:0, 2-18:2), Golgi membrane	0	0	0	0
phosphatidylinositol 4-kinase (1-18:0, 2-18:3), Golgi membrane	0	0	0	0
phosphatidylinositol 4-kinase (1-16:0, 2-18:2), nucleus	0	0	0	0
phosphatidylinositol 4-kinase (1-16:0, 2-18:3), nucleus	0	0	0	0
phosphatidylinositol 4-kinase (1-18:0, 2-18:2), nucleus	0	0	0	0
phosphatidylinositol 4-kinase (1-18:0, 2-18:3), nucleus	0	0	0	0
phosphatidyl-N,N-dimethylethanolamine methyltransferase (1-16:0, 2-18:1), endoplasmic reticulum membrane	0	0	0	0
phosphatidyl-N,N-dimethylethanolamine methyltransferase (1-16:0, 2-18:2), endoplasmic reticulum membrane	0	0	4.164747e-04	3.999508e-04
phosphatidyl-N,N-dimethylethanolamine methyltransferase (1-16:0, 2-18:3), endoplasmic reticulum membrane	3.382963e-04	4.677989e-04	0	0
phosphatidyl-N,N-dimethylethanolamine methyltransferase (1-18:0, 2-18:1), endoplasmic reticulum membrane	0	0	0	0
phosphatidyl-N,N-dimethylethanolamine methyltransferase (1-18:0, 2-18:2), endoplasmic reticulum membrane	0	0	0	0
phosphatidyl-N,N-dimethylethanolamine methyltransferase (1-18:0, 2-18:3), endoplasmic reticulum membrane	0	0	0	0
phosphatidyl-N-methylethanolamine methyltransferase (1-16:0, 2-18:1), endoplasmic reticulum membrane	0	0	0	0
phosphatidyl-N-methylethanolamine methyltransferase (1-16:0, 2-18:2), endoplasmic reticulum membrane	0	0	4.164747e-04	3.999508e-04
phosphatidyl-N-methylethanolamine methyltransferase (1-16:0, 2-18:3), endoplasmic reticulum membrane	3.382963e-04	4.677989e-04	0	0
phosphatidyl-N-methylethanolamine methyltransferase (1-18:0, 2-18:1), endoplasmic reticulum membrane	0	0	0	0
phosphatidyl-N-methylethanolamine methyltransferase (1-18:0, 2-18:2), endoplasmic reticulum membrane	0	0	0	0
phosphatidyl-N-methylethanolamine methyltransferase (1-18:0, 2-18:3), endoplasmic reticulum membrane	0	0	0	0
PI 3,5-P2 phosphatase (1-16:0, 2-18:2), cell envelope	0	0	0	0
PI 3,5-P2 phosphatase (1-16:0, 2-18:3), cell envelope	0	0	0	0
PI 3,5-P2 phosphatase (1-18:0, 2-18:2), cell envelope	0	0	0	0
PI 3,5-P2 phosphatase (1-18:0, 2-18:3), cell envelope	0	0	0	0
PI 3,5-P2 phosphatase (1-16:0, 2-18:2), vacuolar membrane	0	0	0	0
PI 3,5-P2 phosphatase (1-16:0, 2-18:3), vacuolar membrane	0	0	0	0
PI 3,5-P2 phosphatase (1-18:0, 2-18:2), vacuolar membrane	0	0	0	0
PI 3,5-P2 phosphatase (1-18:0, 2-18:3), vacuolar membrane	0	0	0	0
PI 3-P 5-kinase (1-16:0, 2-18:2), vacuolar membrane	0	0	0	0
PI 3-P 5-kinase (1-16:0, 2-18:3), vacuolar membrane	0	0	0	0
PI 3-P 5-kinase (1-18:0, 2-18:2), vacuolar membrane	0	0	0	0
PI 3-P 5-kinase (1-18:0, 2-18:3), vacuolar membrane	0	0	0	0
PI 3-P phosphatase (1-16:0, 2-18:2), cell envelope	0	0	0	0
PI 3-P phosphatase (1-16:0, 2-18:3), cell envelope	0	0	0	0
PI 3-P phosphatase (1-18:0, 2-18:2), cell envelope	0	0	0	0
PI 3-P phosphatase (1-18:0, 2-18:3), cell envelope	0	0	0	0
PI 3-P phosphatase (1-16:0, 2-18:2), Golgi membrane	0	0	0	0
PI 3-P phosphatase (1-16:0, 2-18:3), Golgi membrane	0	0	0	0
PI 3-P phosphatase (1-18:0, 2-18:2), Golgi membrane	0	0	0	0
PI 3-P phosphatase (1-18:0, 2-18:3), Golgi membrane	0	0	0	0
PI 4,5-P2 phosphatase (1-16:0, 2-18:2), cell envelope	0	0	0	0
PI 4,5-P2 phosphatase (1-16:0, 2-18:3), cell envelope	0	0	0	0
PI 4,5-P2 phosphatase (1-18:0, 2-18:2), cell envelope	0	0	0	0
PI 4,5-P2 phosphatase (1-18:0, 2-18:3), cell envelope	0	0	0	0
PI 4,5-P2 phospholipase C (1-16:0, 2-18:2), nucleus	0	0	0	0
PI 4,5-P2 phospholipase C (1-16:0, 2-18:3), nucleus	0	0	0	0
PI 4,5-P2 phospholipase C (1-18:0, 2-18:2), nucleus	0	0	0	0
PI 4,5-P2 phospholipase C (1-18:0, 2-18:3), nucleus	0	0	0	0
PI 4-P 5-kinase (1-16:0, 2-18:2), nucleus	0	0	0	0
PI 4-P 5-kinase (1-16:0, 2-18:3), nucleus	0	0	0	0
PI 4-P 5-kinase (1-18:0, 2-18:2), nucleus	0	0	0	0
PI 4-P 5-kinase (1-18:0, 2-18:3), nucleus	0	0	0	0
PI 4-P 5-kinase (1-16:0, 2-18:2), cell envelope	0	0	0	0
PI 4-P 5-kinase (1-16:0, 2-18:3), cell envelope	0	0	0	0
PI 4-P 5-kinase (1-18:0, 2-18:2), cell envelope	0	0	0	0
PI 4-P 5-kinase (1-18:0, 2-18:3), cell envelope	0	0	0	0
PI 4-P phosphatase (1-16:0, 2-18:2), cell envelope	0	0	0	0
PI 4-P phosphatase (1-16:0, 2-18:3), cell envelope	0	0	0	0
PI 4-P phosphatase (1-18:0, 2-18:2), cell envelope	0	0	0	0
PI 4-P phosphatase (1-18:0, 2-18:3), cell envelope	0	0	0	0
PI 4-P phosphatase (1-16:0, 2-18:1), endoplasmic reticulum membrane	0	0	0	0
PI 4-P phosphatase (1-16:0, 2-18:2), endoplasmic reticulum membrane	0	0	0	0
PI 4-P phosphatase (1-16:0, 2-18:3), endoplasmic reticulum membrane	0	0	0	0
PI 4-P phosphatase (1-18:0, 2-18:1), endoplasmic reticulum membrane	0	0	0	0
PI 4-P phosphatase (1-18:0, 2-18:2), endoplasmic reticulum membrane	0	0	0	0
PI 4-P phosphatase (1-18:0, 2-18:3), endoplasmic reticulum membrane	0	0	0	0
PI 4-P phosphatase (1-16:0, 2-18:2), Golgi membrane	0	0	0	0
PI 4-P phosphatase (1-16:0, 2-18:3), Golgi membrane	0	0	0	0
PI 4-P phosphatase (1-18:0, 2-18:2), Golgi membrane	0	0	0	0
PI 4-P phosphatase (1-18:0, 2-18:3), Golgi membrane	0	0	0	0
PI phospholipase B (1-16:0, 2-18:2), cell envelope	0	0	0	0
PI phospholipase B (1-16:0, 2-18:3), cell envelope	0	0	0	0
PI phospholipase B (1-18:0, 2-18:2), cell envelope	0	0	0	0
PI phospholipase B (1-18:0, 2-18:3), cell envelope	0	0	0	0
PI synthase (1-16:0, 2-18:1), endoplasmic reticulum membrane	0	0	0	0
PI synthase (1-16:0, 2-18:2), endoplasmic reticulum membrane	0	0	0	0
PI synthase (1-16:0, 2-18:3), endoplasmic reticulum membrane	1.924075e-04	2.660627e-04	2.368718e-04	2.274738e-04
PI synthase (1-18:0, 2-18:1), endoplasmic reticulum membrane	0	0	0	0
PI synthase (1-18:0, 2-18:2), endoplasmic reticulum membrane	0	0	0	0
PI synthase (1-18:0, 2-18:3), endoplasmic reticulum membrane	0	0	0	0
PS decarboxylase (1-16:0, 2-18:2), mitochondrial membrane	6.091720e-04	8.423680e-04	0	7.201935e-04
PS decarboxylase (1-16:0, 2-18:3), mitochondrial membrane	0	0	7.499482e-04	0
PS decarboxylase (1-18:0, 2-18:2), mitochondrial membrane	0	0	0	0
PS decarboxylase (1-18:0, 2-18:3), mitochondrial membrane	0	0	0	0
PS decarboxylase (1-16:0, 2-18:2), vacuolar membrane	0	0	0	0
PS decarboxylase (1-16:0, 2-18:3), vacuolar membrane	0	0	0	0
PS decarboxylase (1-18:0, 2-18:2), vacuolar membrane	0	0	0	0
PS decarboxylase (1-18:0, 2-18:3), vacuolar membrane	0	0	0	0
PS phospholipase B (1-16:0, 2-18:2), cell envelope	0	0	0	0
PS phospholipase B (1-16:0, 2-18:3), cell envelope	0	0	0	0
PS phospholipase B (1-18:0, 2-18:2), cell envelope	0	0	0	0
PS phospholipase B (1-18:0, 2-18:3), cell envelope	0	0	0	0
PS synthase (1-16:0, 2-18:1), endoplasmic reticulum membrane	0	0	0	0
PS synthase (1-16:0, 2-18:2), endoplasmic reticulum membrane	6.091720e-04	8.423680e-04	0	7.201935e-04
PS synthase (1-16:0, 2-18:3), endoplasmic reticulum membrane	8.371032e-04	1.157553e-03	1.780501e-03	9.896651e-04
PS synthase (1-18:0, 2-18:1), endoplasmic reticulum membrane	0	0	0	0
PS synthase (1-18:0, 2-18:2), endoplasmic reticulum membrane	0	0	0	0
PS synthase (1-18:0, 2-18:3), endoplasmic reticulum membrane	0	0	0	0
TAG lipase (1-16:0, 2-18:2, 3-16:0), lipid particle	0	0	0	0
TAG lipase (1-16:0, 2-18:2, 3-18:0), lipid particle	0	0	0	0
TAG lipase (1-16:0, 2-18:2, 3-18:1), lipid particle	0	0	0	0
TAG lipase (1-16:0, 2-18:3, 3-16:0), lipid particle	0	0	0	0
TAG lipase (1-16:0, 2-18:3, 3-18:0), lipid particle	0	0	0	0
TAG lipase (1-16:0, 2-18:3, 3-18:1), lipid particle	0	0	0	0
TAG lipase (1-18:0, 2-18:2, 3-16:0), lipid particle	0	0	0	0
TAG lipase (1-18:0, 2-18:2, 3-18:0), lipid particle	0	0	0	0
TAG lipase (1-18:0, 2-18:2, 3-18:1), lipid particle	0	0	0	0
TAG lipase (1-18:0, 2-18:3, 3-16:0), lipid particle	0	0	0	0
TAG lipase (1-18:0, 2-18:3, 3-18:0), lipid particle	0	0	0	0
TAG lipase (1-18:0, 2-18:3, 3-18:1), lipid particle	0	0	0	0
1-monoglyceride (16:0) transport, ER membrane-lipid particle	-3.369875e-04	-4.659891e-04	-4.148635e-04	-3.984035e-04
1-monoglyceride (18:0) transport, ER membrane-lipid particle	0	0	0	0
1-monoglyceride (16:0) transport, ER membrane-vacuolar membrane	0	0	0	0
1-monoglyceride (18:0) transport, ER membrane-vacuolar membrane	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, ER membrane-cytoplasm	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:2) transport, ER membrane-cytoplasm	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:3) transport, ER membrane-cytoplasm	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) transport, ER membrane-cytoplasm	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:2) transport, ER membrane-cytoplasm	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:3) transport, ER membrane-cytoplasm	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:2) transport, ER membrane-cell envelope	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:3) transport, ER membrane-cell envelope	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:2) transport, ER membrane-cell envelope	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:3) transport, ER membrane-cell envelope	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:2) transport, ER membrane-Golgi membrane	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:3) transport, ER membrane-Golgi membrane	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:2) transport, ER membrane-Golgi membrane	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:3) transport, ER membrane-Golgi membrane	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:2) transport, ER membrane-nucleus	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:3) transport, ER membrane-nucleus	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:2) transport, ER membrane-nucleus	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:3) transport, ER membrane-nucleus	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:2) transport, ER membrane-vacuolar membrane	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:3) transport, ER membrane-vacuolar membrane	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:2) transport, ER membrane-vacuolar membrane	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:3) transport, ER membrane-vacuolar membrane	0	0	0	0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:2) transport, vacuolar membrane-cytoplasm	0	0	0	0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:3) transport, vacuolar membrane-cytoplasm	0	0	0	0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:2) transport, vacuolar membrane-cytoplasm	0	0	0	0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:3) transport, vacuolar membrane-cytoplasm	0	0	0	0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:2) transport, vacuolar membrane-cell envelope	0	0	0	0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:3) transport, vacuolar membrane-cell envelope	0	0	0	0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:2) transport, vacuolar membrane-cell envelope	0	0	0	0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:3) transport, vacuolar membrane-cell envelope	0	0	0	0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1) transport, vacuolar membrane-endoplasmic reticulum membrane	0	0	0	0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:2) transport, vacuolar membrane-endoplasmic reticulum membrane	0	0	0	0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:3) transport, vacuolar membrane-endoplasmic reticulum membrane	0	0	0	0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1) transport, vacuolar membrane-endoplasmic reticulum membrane	0	0	0	0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:2) transport, vacuolar membrane-endoplasmic reticulum membrane	0	0	0	0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:3) transport, vacuolar membrane-endoplasmic reticulum membrane	0	0	0	0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:2) transport, vacuolar membrane-Golgi membrane	0	0	0	0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:3) transport, vacuolar membrane-Golgi membrane	0	0	0	0
