reaction	Acetate	Glycerol	Xylose
PE (1-18:0, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane	0	0	0
PE (1-18:1, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane	0	0	0
PE (1-16:0, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane	0	0	0
PE (1-16:1, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane	0	0	0
PE (1-18:0, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane	0	0	0
PE (1-18:1, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-16:0, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	0	0	0
PC (1-16:1, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	0	0	0
PC (1-18:0, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	0	0	0
PC (1-18:1, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	0	0	0
PC (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	-3.591801e-04	0	0
PC (1-16:1, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	0	0	0
PC (1-18:0, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	0	0	0
PC (1-18:1, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	0	0	0
PC (1-16:0, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	0	0	0
PC (1-16:1, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	0	0	0
PC (1-18:0, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	0	0	0
PC (1-18:1, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	0	0	0
PC (1-16:0, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	0	0	-1.639676e-03
PC (1-16:1, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	0	0	0
PC (1-18:0, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	0	0	0
PC (1-18:1, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	0	0	0
PC (1-16:0, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	0	0	0
PC (1-16:1, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	0	0	0
PC (1-18:0, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	0	0	0
PC (1-18:1, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	0	0	0
PC (1-16:0, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	0	0	0
PC (1-16:1, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	0	0	0
PC (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	0	0	0
PC (1-18:1, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	0	0	0
PC (1-16:0, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane	0	0	0
PC (1-16:1, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane	0	0	0
PC (1-18:0, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane	0	0	0
PC (1-18:1, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane	0	0	0
PC (1-16:0, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane	0	0	0
PC (1-16:1, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane	0	0	0
PC (1-18:0, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane	0	0	0
PC (1-18:1, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane	0	0	0
PC (1-16:0, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-16:1, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-18:0, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-18:1, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-16:1, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-18:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-18:1, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-16:0, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-16:1, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-18:0, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-18:1, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-16:0, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-16:1, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane	-1.487821e-03	-2.835776e-03	0
PC (1-18:0, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-18:1, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-16:0, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-16:1, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-18:0, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-18:1, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-16:0, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-16:1, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-18:1, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-16:0, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-16:1, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-18:0, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-18:1, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-16:0, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-16:1, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-18:0, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-18:1, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane	0	0	0
PC phospholipase B (1-16:0, 2-16:1), ER membrane	0	0	0
PC phospholipase B (1-16:1, 2-16:1), ER membrane	0	0	0
PC phospholipase B (1-18:0, 2-16:1), ER membrane	0	0	0
PC phospholipase B (1-18:1, 2-16:1), ER membrane	0	0	0
PC phospholipase B (1-16:0, 2-18:1), ER membrane	0	0	1.639676e-03
PC phospholipase B (1-16:1, 2-18:1), ER membrane	1.487821e-03	2.835776e-03	0
PC phospholipase B (1-18:0, 2-18:1), ER membrane	0	0	0
PC phospholipase B (1-18:1, 2-18:1), ER membrane	3.591801e-04	0	4.072538e-04
LPC phospholipase B (16:0), ER membrane	0	0	0
LPC phospholipase B (16:1), ER membrane	0	0	0
LPC phospholipase B (18:0), ER membrane	0	0	0
LPC phospholipase B (18:1), ER membrane	0	0	0
PC phospholipase B (1-16:0, 2-16:1), cell envelope	0	0	0
PC phospholipase B (1-16:1, 2-16:1), cell envelope	0	0	0
PC phospholipase B (1-18:0, 2-16:1), cell envelope	0	0	0
PC phospholipase B (1-18:1, 2-16:1), cell envelope	0	0	0
PC phospholipase B (1-16:0, 2-18:1), cell envelope	0	0	0
PC phospholipase B (1-16:1, 2-18:1), cell envelope	0	0	0
PC phospholipase B (1-18:0, 2-18:1), cell envelope	0	0	0
PC phospholipase B (1-18:1, 2-18:1), cell envelope	0	0	0
LPC phospholipase B (16:0), cell envelope	0	0	0
LPC phospholipase B (16:1), cell envelope	0	0	0
LPC phospholipase B (18:0), cell envelope	0	0	0
LPC phospholipase B (18:1), cell envelope	0	0	0
PE phospholipase B (1-16:0, 2-16:1), cell envelope	0	0	0
PE phospholipase B (1-16:1, 2-16:1), cell envelope	0	0	0
PE phospholipase B (1-18:0, 2-16:1), cell envelope	0	0	0
PE phospholipase B (1-18:1, 2-16:1), cell envelope	0	0	0
PE phospholipase B (1-16:0, 2-18:1), cell envelope	0	0	0
PE phospholipase B (1-16:1, 2-18:1), cell envelope	0	0	0
PE phospholipase B (1-18:0, 2-18:1), cell envelope	0	0	0
PE phospholipase B (1-18:1, 2-18:1), cell envelope	0	0	0
LPE phospholipase B (16:0), cell envelope	0	0	0
LPE phospholipase B (16:1), cell envelope	0	0	0
LPE phospholipase B (18:0), cell envelope	0	0	0
LPE phospholipase B (18:1), cell envelope	0	0	0
PS phospholipase B (1-16:0, 2-16:1), cell envelope	0	0	0
PS phospholipase B (1-16:1, 2-16:1), cell envelope	0	0	0
PS phospholipase B (1-18:0, 2-16:1), cell envelope	0	0	0
PS phospholipase B (1-18:1, 2-16:1), cell envelope	0	0	0
PS phospholipase B (1-16:0, 2-18:1), cell envelope	0	0	0
PS phospholipase B (1-16:1, 2-18:1), cell envelope	0	0	0
PS phospholipase B (1-18:0, 2-18:1), cell envelope	0	0	0
PS phospholipase B (1-18:1, 2-18:1), cell envelope	0	0	0
LPS phospholipase B (16:0), cell envelope	0	0	0
LPS phospholipase B (16:1), cell envelope	0	0	0
LPS phospholipase B (18:0), cell envelope	0	0	0
LPS phospholipase B (18:1), cell envelope	0	0	0
PI phospholipase B (1-16:0, 2-16:1), cell envelope	0	0	0
PI phospholipase B (1-16:1, 2-16:1), cell envelope	0	0	0
PI phospholipase B (1-18:0, 2-16:1), cell envelope	0	0	0
PI phospholipase B (1-18:1, 2-16:1), cell envelope	0	0	0
PI phospholipase B (1-16:0, 2-18:1), cell envelope	0	0	0
PI phospholipase B (1-16:1, 2-18:1), cell envelope	0	0	0
PI phospholipase B (1-18:0, 2-18:1), cell envelope	0	0	0
PI phospholipase B (1-18:1, 2-18:1), cell envelope	0	0	0
LPI phospholipase B (16:0), cell envelope	0	0	0
LPI phospholipase B (16:1), cell envelope	0	0	0
LPI phospholipase B (18:0), cell envelope	0	0	0
LPI phospholipase B (18:1), cell envelope	0	0	0
PI 4,5-P2 phospholipase C (1-16:0, 2-16:1), cytoplasm	0	0	0
PI 4,5-P2 phospholipase C (1-16:1, 2-16:1), cytoplasm	0	0	0
PI 4,5-P2 phospholipase C (1-18:0, 2-16:1), cytoplasm	0	0	0
PI 4,5-P2 phospholipase C (1-18:1, 2-16:1), cytoplasm	0	0	0
PI 4,5-P2 phospholipase C (1-16:0, 2-18:1), cytoplasm	0	0	0
PI 4,5-P2 phospholipase C (1-16:1, 2-18:1), cytoplasm	0	0	0
PI 4,5-P2 phospholipase C (1-18:0, 2-18:1), cytoplasm	0	0	0
PI 4,5-P2 phospholipase C (1-18:1, 2-18:1), cytoplasm	0	0	0
PI 4,5-P2 phospholipase C (1-16:0, 2-16:1), nucleus	0	0	0
PI 4,5-P2 phospholipase C (1-16:1, 2-16:1), nucleus	0	0	0
PI 4,5-P2 phospholipase C (1-18:0, 2-16:1), nucleus	0	0	0
PI 4,5-P2 phospholipase C (1-18:1, 2-16:1), nucleus	0	0	0
PI 4,5-P2 phospholipase C (1-16:0, 2-18:1), nucleus	0	0	0
PI 4,5-P2 phospholipase C (1-16:1, 2-18:1), nucleus	0	0	0
PI 4,5-P2 phospholipase C (1-18:0, 2-18:1), nucleus	0	0	0
PI 4,5-P2 phospholipase C (1-18:1, 2-18:1), nucleus	0	0	0
PG phospholipase C (1-16:0, 2-16:1), mitochondrial membrane	0	0	0
PG phospholipase C (1-16:1, 2-16:1), mitochondrial membrane	0	0	0
PG phospholipase C (1-18:0, 2-16:1), mitochondrial membrane	0	0	0
PG phospholipase C (1-18:1, 2-16:1), mitochondrial membrane	0	0	0
PG phospholipase C (1-16:0, 2-18:1), mitochondrial membrane	0	0	0
PG phospholipase C (1-16:1, 2-18:1), mitochondrial membrane	0	0	0
PC phospholipase D (1-16:0, 2-16:1), cell envelope	0	0	0
PC phospholipase D (1-16:1, 2-16:1), cell envelope	0	0	0
PC phospholipase D (1-18:0, 2-16:1), cell envelope	0	0	0
PC phospholipase D (1-18:1, 2-16:1), cell envelope	0	0	0
PC phospholipase D (1-16:0, 2-18:1), cell envelope	0	0	0
PC phospholipase D (1-16:1, 2-18:1), cell envelope	0	0	0
PC phospholipase D (1-18:0, 2-18:1), cell envelope	0	0	0
PC phospholipase D (1-18:1, 2-18:1), cell envelope	0	0	0
PI 3-P phosphatase (1-16:0, 2-16:1), cell envelope	0	0	0
PI 3-P phosphatase (1-16:1, 2-16:1), cell envelope	0	0	0
PI 3-P phosphatase (1-18:0, 2-16:1), cell envelope	0	0	0
PI 3-P phosphatase (1-18:1, 2-16:1), cell envelope	0	0	0
PI 3-P phosphatase (1-16:0, 2-18:1), cell envelope	0	0	0
PI 3-P phosphatase (1-16:1, 2-18:1), cell envelope	0	0	0
PI 3-P phosphatase (1-18:0, 2-18:1), cell envelope	0	0	0
PI 3-P phosphatase (1-18:1, 2-18:1), cell envelope	0	0	0
PI 3-P phosphatase (1-16:0, 2-16:1), cytoplasm	0	0	0
PI 3-P phosphatase (1-16:1, 2-16:1), cytoplasm	0	0	0
PI 3-P phosphatase (1-18:0, 2-16:1), cytoplasm	0	0	0
PI 3-P phosphatase (1-18:1, 2-16:1), cytoplasm	0	0	0
PI 3-P phosphatase (1-16:0, 2-18:1), cytoplasm	0	0	0
PI 3-P phosphatase (1-16:1, 2-18:1), cytoplasm	0	0	0
PI 3-P phosphatase (1-18:0, 2-18:1), cytoplasm	0	0	0
PI 3-P phosphatase (1-18:1, 2-18:1), cytoplasm	0	0	0
PI 3-P phosphatase (1-16:0, 2-16:1), ER membrane	0	0	0
PI 3-P phosphatase (1-16:1, 2-16:1), ER membrane	0	0	0
PI 3-P phosphatase (1-18:0, 2-16:1), ER membrane	0	0	0
PI 3-P phosphatase (1-18:1, 2-16:1), ER membrane	0	0	0
PI 3-P phosphatase (1-16:0, 2-18:1), ER membrane	0	0	0
PI 3-P phosphatase (1-16:1, 2-18:1), ER membrane	0	0	0
PI 3-P phosphatase (1-18:0, 2-18:1), ER membrane	0	0	0
PI 3-P phosphatase (1-18:1, 2-18:1), ER membrane	0	0	0
PI 3-P phosphatase (1-16:0, 2-16:1), Golgi membrane	0	0	0
PI 3-P phosphatase (1-16:1, 2-16:1), Golgi membrane	0	0	0
PI 3-P phosphatase (1-18:0, 2-16:1), Golgi membrane	0	0	0
PI 3-P phosphatase (1-18:1, 2-16:1), Golgi membrane	0	0	0
PI 3-P phosphatase (1-16:0, 2-18:1), Golgi membrane	0	0	0
PI 3-P phosphatase (1-16:1, 2-18:1), Golgi membrane	0	0	0
PI 3-P phosphatase (1-18:0, 2-18:1), Golgi membrane	0	0	0
PI 3-P phosphatase (1-18:1, 2-18:1), Golgi membrane	0	0	0
PI 4-P phosphatase (1-16:0, 2-16:1), cell envelope	0	0	0
PI 4-P phosphatase (1-16:1, 2-16:1), cell envelope	0	0	0
PI 4-P phosphatase (1-18:0, 2-16:1), cell envelope	0	0	0
PI 4-P phosphatase (1-18:1, 2-16:1), cell envelope	0	0	0
PI 4-P phosphatase (1-16:0, 2-18:1), cell envelope	0	0	0
PI 4-P phosphatase (1-16:1, 2-18:1), cell envelope	0	0	0
PI 4-P phosphatase (1-18:0, 2-18:1), cell envelope	0	0	0
PI 4-P phosphatase (1-18:1, 2-18:1), cell envelope	0	0	0
PI 4-P phosphatase (1-16:0, 2-16:1), cytoplasm	0	0	0
PI 4-P phosphatase (1-16:1, 2-16:1), cytoplasm	0	0	0
PI 4-P phosphatase (1-18:0, 2-16:1), cytoplasm	0	0	0
PI 4-P phosphatase (1-18:1, 2-16:1), cytoplasm	0	0	0
PI 4-P phosphatase (1-16:0, 2-18:1), cytoplasm	0	0	0
PI 4-P phosphatase (1-16:1, 2-18:1), cytoplasm	0	0	0
PI 4-P phosphatase (1-18:0, 2-18:1), cytoplasm	0	0	0
PI 4-P phosphatase (1-18:1, 2-18:1), cytoplasm	0	0	0
PI 4-P phosphatase (1-16:0, 2-16:1), ER membrane	0	0	0
PI 4-P phosphatase (1-16:1, 2-16:1), ER membrane	0	0	0
PI 4-P phosphatase (1-18:0, 2-16:1), ER membrane	0	0	0
PI 4-P phosphatase (1-18:1, 2-16:1), ER membrane	0	0	0
PI 4-P phosphatase (1-16:0, 2-18:1), ER membrane	0	0	0
PI 4-P phosphatase (1-16:1, 2-18:1), ER membrane	0	0	0
PI 4-P phosphatase (1-18:0, 2-18:1), ER membrane	0	0	0
PI 4-P phosphatase (1-18:1, 2-18:1), ER membrane	0	0	0
PI 4-P phosphatase (1-16:0, 2-16:1), Golgi membrane	0	0	0
PI 4-P phosphatase (1-16:1, 2-16:1), Golgi membrane	0	0	0
PI 4-P phosphatase (1-18:0, 2-16:1), Golgi membrane	0	0	0
PI 4-P phosphatase (1-18:1, 2-16:1), Golgi membrane	0	0	0
PI 4-P phosphatase (1-16:0, 2-18:1), Golgi membrane	0	0	0
PI 4-P phosphatase (1-16:1, 2-18:1), Golgi membrane	0	0	0
PI 4-P phosphatase (1-18:0, 2-18:1), Golgi membrane	0	0	0
PI 4-P phosphatase (1-18:1, 2-18:1), Golgi membrane	0	0	0
PI 3,5-P2 phosphatase (1-16:0, 2-16:1), cell envelope	0	0	0
PI 3,5-P2 phosphatase (1-16:1, 2-16:1), cell envelope	0	0	0
PI 3,5-P2 phosphatase (1-18:0, 2-16:1), cell envelope	0	0	0
PI 3,5-P2 phosphatase (1-18:1, 2-16:1), cell envelope	0	0	0
PI 3,5-P2 phosphatase (1-16:0, 2-18:1), cell envelope	0	0	0
PI 3,5-P2 phosphatase (1-16:1, 2-18:1), cell envelope	0	0	0
PI 3,5-P2 phosphatase (1-18:0, 2-18:1), cell envelope	0	0	0
PI 3,5-P2 phosphatase (1-18:1, 2-18:1), cell envelope	0	0	0
PI 3,5-P2 phosphatase (1-16:0, 2-16:1), cytoplasm	0	0	0
PI 3,5-P2 phosphatase (1-16:1, 2-16:1), cytoplasm	0	0	0
PI 3,5-P2 phosphatase (1-18:0, 2-16:1), cytoplasm	0	0	0
PI 3,5-P2 phosphatase (1-18:1, 2-16:1), cytoplasm	0	0	0
PI 3,5-P2 phosphatase (1-16:0, 2-18:1), cytoplasm	0	0	0
PI 3,5-P2 phosphatase (1-16:1, 2-18:1), cytoplasm	0	0	0
PI 3,5-P2 phosphatase (1-18:0, 2-18:1), cytoplasm	0	0	0
PI 3,5-P2 phosphatase (1-18:1, 2-18:1), cytoplasm	0	0	0
PI 4,5-P2 phosphatase (1-16:0, 2-16:1), cell envelope	0	0	0
PI 4,5-P2 phosphatase (1-16:1, 2-16:1), cell envelope	0	0	0
PI 4,5-P2 phosphatase (1-18:0, 2-16:1), cell envelope	0	0	0
PI 4,5-P2 phosphatase (1-18:1, 2-16:1), cell envelope	0	0	0
PI 4,5-P2 phosphatase (1-16:0, 2-18:1), cell envelope	0	0	0
PI 4,5-P2 phosphatase (1-16:1, 2-18:1), cell envelope	0	0	0
PI 4,5-P2 phosphatase (1-18:0, 2-18:1), cell envelope	0	0	0
PI 4,5-P2 phosphatase (1-18:1, 2-18:1), cell envelope	0	0	0
PI 4,5-P2 phosphatase (1-16:0, 2-16:1), cytoplasm	0	0	0
PI 4,5-P2 phosphatase (1-16:1, 2-16:1), cytoplasm	0	0	0
PI 4,5-P2 phosphatase (1-18:0, 2-16:1), cytoplasm	0	0	0
PI 4,5-P2 phosphatase (1-18:1, 2-16:1), cytoplasm	0	0	0
PI 4,5-P2 phosphatase (1-16:0, 2-18:1), cytoplasm	0	0	0
PI 4,5-P2 phosphatase (1-16:1, 2-18:1), cytoplasm	0	0	0
PI 4,5-P2 phosphatase (1-18:0, 2-18:1), cytoplasm	0	0	0
PI 4,5-P2 phosphatase (1-18:1, 2-18:1), cytoplasm	0	0	0
PI 4,5-P2 phosphatase (1-16:0, 2-16:1), ER membrane	0	0	0
PI 4,5-P2 phosphatase (1-16:1, 2-16:1), ER membrane	0	0	0
PI 4,5-P2 phosphatase (1-18:0, 2-16:1), ER membrane	0	0	0
PI 4,5-P2 phosphatase (1-18:1, 2-16:1), ER membrane	0	0	0
PI 4,5-P2 phosphatase (1-16:0, 2-18:1), ER membrane	0	0	0
PI 4,5-P2 phosphatase (1-16:1, 2-18:1), ER membrane	0	0	0
PI 4,5-P2 phosphatase (1-18:0, 2-18:1), ER membrane	0	0	0
PI 4,5-P2 phosphatase (1-18:1, 2-18:1), ER membrane	0	0	0
PI 3,5-P2 phosphatase (1-16:0, 2-16:1), vacuolar membrane	0	0	0
PI 3,5-P2 phosphatase (1-16:1, 2-16:1), vacuolar membrane	0	0	0
PI 3,5-P2 phosphatase (1-18:0, 2-16:1), vacuolar membrane	0	0	0
PI 3,5-P2 phosphatase (1-18:1, 2-16:1), vacuolar membrane	0	0	0
PI 3,5-P2 phosphatase (1-16:0, 2-18:1), vacuolar membrane	0	0	0
PI 3,5-P2 phosphatase (1-16:1, 2-18:1), vacuolar membrane	0	0	0
PI 3,5-P2 phosphatase (1-18:0, 2-18:1), vacuolar membrane	0	0	0
PI 3,5-P2 phosphatase (1-18:1, 2-18:1), vacuolar membrane	0	0	0
DGPP phosphatase (1-16:0, 2-16:1), vacuolar membrane	0	0	0
DGPP phosphatase (1-16:1, 2-16:1), vacuolar membrane	0	0	0
DGPP phosphatase (1-18:0, 2-16:1), vacuolar membrane	0	0	0
DGPP phosphatase (1-18:1, 2-16:1), vacuolar membrane	0	0	0
DGPP phosphatase (1-16:0, 2-18:1), vacuolar membrane	0	0	0
DGPP phosphatase (1-16:1, 2-18:1), vacuolar membrane	0	0	0
DGPP phosphatase (1-18:0, 2-18:1), vacuolar membrane	0	0	0
DGPP phosphatase (1-18:1, 2-18:1), vacuolar membrane	0	0	0
lysoPA phosphatase (16:0), cytoplasm	0	0	0
lysoPA phosphatase (16:1), cytoplasm	0	0	0
lysoPA phosphatase (18:0), cytoplasm	0	0	0
lysoPA phosphatase (18:1), cytoplasm	0	0	0
lysoPA phosphatase (16:0), vacuolar membrane	0	0	0
lysoPA phosphatase (16:1), vacuolar membrane	0	0	0
lysoPA phosphatase (18:0), vacuolar membrane	0	0	0
lysoPA phosphatase (18:1), vacuolar membrane	0	0	0
ergosteryl ester hydrolase (16:1), lipid particle	0	0	0
ergosteryl ester hydrolase (18:1), lipid particle	0	0	0
episteryl ester hydrolase (16:1), lipid particle	0	0	0
episteryl ester hydrolase (18:1), lipid particle	0	0	0
fecosteryl ester hydrolase (16:1), lipid particle	0	0	0
fecosteryl ester hydrolase (18:1), lipid particle	0	0	0
lanosteryl ester hydrolase (16:1), lipid particle	0	0	0
lanosteryl ester hydrolase (18:1), lipid particle	0	0	0
zymosteryl ester hydrolase (16:1), lipid particle	0	0	0
zymosteryl ester hydrolase (18:1), lipid particle	0	0	0
zymosteryl ester hydrolase (16:1), cell envelope	0	0	0
zymosteryl ester hydrolase (18:1), cell envelope	0	0	0
TAG lipase (1-16:0, 2-16:1, 3-16:0), lipid particle	0	0	0
TAG lipase (1-16:0, 2-18:1, 3-16:0), lipid particle	0	0	0
TAG lipase (1-18:0, 2-18:1, 3-16:0), lipid particle	0	0	0
TAG lipase (1-18:0, 2-18:1, 3-18:0), lipid particle	0	0	0
TAG lipase (1-18:1, 2-18:1, 3-16:0), lipid particle	0	0	0
TAG lipase (1-18:1, 2-18:1, 3-18:0), lipid particle	0	0	0
TAG lipase (1-18:1, 2-18:1, 3-18:1), lipid particle	0	0	0
DAG lipase (1-16:1, 2-16:1), lipid particle	0	0	0
DAG lipase (1-16:0, 2-18:1), lipid particle	3.674842e-04	4.866369e-04	4.166694e-04
DAG lipase (1-18:0, 2-18:1), lipid particle	0	0	0
DAG lipase (1-18:1, 2-18:1), lipid particle	0	0	0
DAG lipase (1-16:0, 2-18:1), mitochondrion	0	0	0
DAG lipase (1-16:1, 2-18:1), mitochondrion	0	0	0
DAG lipase (1-18:0, 2-18:1), mitochondrion	0	0	0
DAG lipase (1-18:1, 2-18:1), mitochondrion	0	0	0
MAG lipase (1-16:0), lipid particle	0	0	0
MAG lipase (1-16:1), lipid particle	0	0	0
MAG lipase (1-18:0), lipid particle	0	0	0
MAG lipase (1-18:1), lipid particle	0	0	0
lysoPE (1-16:0) oleoyl-CoA acyltransferase, lipid particle	0	0	0
lysoPE (1-16:1) oleoyl-CoA acyltransferase, lipid particle	0	0	0
lysoPE (1-18:0) oleoyl-CoA acyltransferase, lipid particle	0	0	0
lysoPE (1-18:1) oleoyl-CoA acyltransferase, lipid particle	0	0	0
PE phospholipase A2 (1-16:0, 2-16:1), lipid particle	0	0	0
PE phospholipase A2 (1-16:1, 2-16:1), lipid particle	0	0	0
PE phospholipase A2 (1-18:0, 2-16:1), lipid particle	0	0	0
PE phospholipase A2 (1-18:1, 2-16:1), lipid particle	0	0	0
PE phospholipase A2 (1-16:0, 2-18:1), lipid particle	0	0	0
PE phospholipase A2 (1-16:1, 2-18:1), lipid particle	0	0	0
PE phospholipase A2 (1-18:0, 2-18:1), lipid particle	0	0	0
PE phospholipase A2 (1-18:1, 2-18:1), lipid particle	0	0	0
IPC synthase (PI (1-16:0, 2-16:1) ceramide-1 (C24))	0	0	0
IPC synthase (PI (1-16:1, 2-16:1) ceramide-1 (C24))	0	0	0
IPC synthase (PI (1-18:0, 2-16:1) ceramide-1 (C24))	0	0	0
IPC synthase (PI (1-18:1, 2-16:1) ceramide-1 (C24))	0	0	0
IPC synthase (PI (1-16:0, 2-18:1) ceramide-1 (C24))	0	0	0
IPC synthase (PI (1-16:1, 2-18:1) ceramide-1 (C24))	0	0	0
IPC synthase (PI (1-18:0, 2-18:1) ceramide-1 (C24))	0	0	0
IPC synthase (PI (1-18:1, 2-18:1) ceramide-1 (C24))	0	0	0
IPC synthase (PI (1-16:0, 2-16:1) ceramide-1 (C26))	0	0	0
IPC synthase (PI (1-16:1, 2-16:1) ceramide-1 (C26))	0	0	0
IPC synthase (PI (1-18:0, 2-16:1) ceramide-1 (C26))	0	0	0
IPC synthase (PI (1-18:1, 2-16:1) ceramide-1 (C26))	0	0	0
IPC synthase (PI (1-16:0, 2-18:1) ceramide-1 (C26))	0	0	0
